subject,session,trial,call_index,track_frame_idx,call_time,zone,zone_name,bat_x,bat_y,bat_z,beam_az_deg,beam_el_deg,lat_index,angle_from_midline_deg,is_preflight,is_zone1,is_junction
batA125,20260710,7,31,8060,-7.935594348762125,1,approach,-0.9393737573118508,1.5300779204129538,1.215281743028511,-37.04964445726832,7.86971505574182,0.42088233811592524,52.687246824547,1,1,0
batA125,20260710,7,32,8220,-7.7765942302984765,1,approach,-0.9390505025896642,1.5292336783621705,1.214583181623162,-37.072541140338544,7.883657223874237,0.42084395421912946,52.66793447195863,1,1,0
batA125,20260710,7,33,8348,-7.648593372186326,1,approach,-0.9390931889159615,1.5304347029833039,1.2156935284130603,-39.03733611767291,7.861965162125159,0.4094932124189899,50.70271725786063,1,1,0
batA125,20260710,7,34,8488,-7.5085918412443515,1,approach,-0.9385017030338059,1.530679780729158,1.2160556122144834,-37.02637344213041,7.855503623059828,0.4210185168103993,52.72032164591349,1,1,0
batA125,20260710,7,35,8639,-7.358588074995839,1,approach,-0.9370456759134561,1.530173168577745,1.2157924377125569,-37.03216991792117,7.86212773774923,0.4211200392797908,52.73082473283668,1,1,0
batA125,20260710,7,36,8778,-7.219587832277435,1,approach,-0.9370201218613254,1.5304835204785392,1.2162379865879724,-42.02285067710391,4.853438673859645,0.391624512473423,47.74044370746779,1,1,0
batA125,20260710,7,37,8894,-7.102587255778801,1,approach,-0.9369855529213781,1.5309243841262274,1.216521356055704,-37.00962263303075,7.847984873342832,0.42118819322460177,52.75407806809898,1,1,0
batA125,20260710,7,38,9043,-6.952588076483513,1,approach,-0.937259316358434,1.5308769731993914,1.2163678468426793,-42.012741129142434,4.85070953093806,0.39164044720376767,47.747888924527814,1,1,0
batA125,20260710,7,39,9206,-6.7915912622412575,1,approach,-0.9386313904386289,1.5309779960787577,1.2163930574487385,-40.01838115884701,7.848775094350659,0.4036836276383979,49.72687392337298,1,1,0
batA125,20260710,7,40,9322,-6.674596772237132,1,approach,-0.9406953983975967,1.531300282710003,1.216643583632279,-91.02184453874638,8.841703084247618,-0.01200023493614466,-1.2997083346505462,1,1,0
batA125,20260710,7,41,9443,-6.554601756202114,1,approach,-0.9422160207446335,1.5314305729209778,1.2163872058231304,-93.02757188536542,8.845170219769948,-0.03066102230952128,-3.32247205326766,1,1,0
batA125,20260710,7,42,9607,-6.3926026940161975,1,approach,-0.942668443082946,1.5315404445822616,1.2165213995079505,-93.02717291262255,8.842061481673541,-0.030703342836094216,-3.327137803762355,1,1,0
batA125,20260710,7,43,9778,-6.22160447515578,1,approach,-0.943378348748589,1.5317813445300832,1.2164161871183365,-90.02451812676881,8.843434062819341,-0.003069236591120461,-0.3324259630341828,1,1,0
batA125,20260710,7,44,9957,-6.043609204111677,1,approach,-0.9451965738398238,1.532600964769453,1.216673180584222,-95.0117026862153,8.836591945109392,-0.049223660037505,-5.339938949195016,1,1,0
batA125,20260710,7,45,10162,-5.838612338892341,1,approach,-0.9462861009146104,1.5327141700995066,1.2170340418799281,-138.0152208950044,5.8283159899206245,-0.39524297485912957,-48.355658785116276,1,1,0
batA125,20260710,7,46,10353,-5.646614396232582,1,approach,-0.9468812841474735,1.532342537324457,1.2160869312480131,-99.03000503954134,8.846324575806834,-0.08618197358826929,-9.37713534442986,1,1,0
batA125,20260710,7,47,10474,-5.525613236291252,1,approach,-0.9461639870336114,1.5315235859837344,1.2156290375313135,-99.04975691590467,8.855965118402048,-0.08630309313104623,-9.388899409469985,1,1,0
batA125,20260710,7,48,10702,-5.297612233988364,1,approach,-0.9460021467642523,1.5317467896367067,1.2161313506998386,-99.04211475423821,8.846254823978892,-0.08621309617204775,-9.379429813052155,1,1,0
batA125,20260710,7,49,10859,-5.141612480567733,1,approach,-0.9461914365807336,1.5315451111588647,1.2163125277627744,-138.0492924025702,5.842426662642626,-0.3955363560123429,-48.38874121938119,1,1,0
batA125,20260710,7,50,10985,-5.0146153475326285,1,approach,-0.9472111752812341,1.531866784936917,1.2160387796885517,-138.04620675179777,5.846820944769071,-0.3955615345058321,-48.39706392696996,1,1,0
batA125,20260710,7,51,11125,-4.875619622776678,1,approach,-0.9487067521976249,1.5322370623783705,1.2161486359909215,-138.04468878962658,5.843130641617918,-0.3956246934245734,-48.41228207556691,1,1,0
batA125,20260710,7,52,11272,-4.72761973342982,1,approach,-0.9486625009127774,1.5320241553245766,1.2157599419109826,-138.0507300271703,5.850822812825464,-0.3956752790637454,-48.41784154603596,1,1,0
batA125,20260710,7,53,11412,-4.587619459251849,1,approach,-0.9485106844194817,1.5317610753220916,1.2149754242259025,-138.05757813162336,5.866451100047416,-0.3957274335945233,-48.42300568060804,1,1,0
batA125,20260710,7,54,11540,-4.4596210892558785,1,approach,-0.9490561161801621,1.5317956445516927,1.2148276439489223,-138.06001135958164,5.868804378895883,-0.39577655283006064,-48.43154926373995,1,1,0
batA125,20260710,7,55,11678,-4.321623079856994,1,approach,-0.9500640525053959,1.5320648358134479,1.2153391621178333,-138.05841155437517,5.857666352869934,-0.3958139553797705,-48.44122673848304,1,1,0
batA125,20260710,7,56,11816,-4.183622843030451,1,approach,-0.9496608944007309,1.5318409090774514,1.2148109435243173,-138.0625049993574,5.8685031325402255,-0.395829202932239,-48.44081753357696,1,1,0
batA125,20260710,7,57,11928,-4.071622431243819,1,approach,-0.9493405555288006,1.5312348905599302,1.2132745966248148,-138.0784693502866,5.899123369973147,-0.39595249717371894,-48.45323291234149,1,1,0
batA125,20260710,7,58,12036,-3.963620578020611,1,approach,-0.9479019830002431,1.5264842682929958,1.2112051037508103,-138.21023377439784,5.940581828588104,-0.3970321482330398,-48.56918164105622,1,1,0
batA125,20260710,7,59,12140,-3.8596287885653076,1,approach,-0.9510123556969677,1.525427437589167,1.210309236189654,-138.26159035916336,5.954883825995012,-0.3976386964225798,-48.65550480296784,1,1,0
batA125,20260710,7,60,12244,-3.755636190726373,1,approach,-0.9521370616395695,1.5215086669105218,1.2085568419879917,-138.38517933012588,5.987654206653147,-0.3987758454418273,-48.79200101823224,1,1,0
batA125,20260710,7,61,12332,-3.6686394408096326,1,approach,-0.9526927525958849,1.5204448684385257,1.2088091175677986,-138.42037097240083,5.981862870061722,-0.3991113013578758,-48.833511344542444,1,1,0
batA125,20260710,7,62,12386,-3.6136404971755205,1,approach,-0.9524211647204417,1.5148189149569338,1.2091665911528406,-95.58540509418386,-1.0261030156561117,-0.055441322883490796,-5.995913403742122,1,1,0
batA125,20260710,7,63,12439,-3.5606564496280457,1,approach,-0.953973427159927,1.487159762064338,1.2282079745860701,-95.41319658678202,-1.4117878000143826,-0.054329722079711096,-5.843307921610602,1,1,0
batA125,20260710,7,64,12479,-3.5206576461105654,1,approach,-0.9529601819059528,1.4611349737280666,1.2632136602714725,-96.1698768689681,-1.1122218830663764,-0.06156433737684741,-6.590530222793603,1,1,0
batA125,20260710,7,65,12551,-3.4486755498125015,1,approach,-0.9518855072159755,1.4152270806544984,1.2868283303733086,-95.49602479176933,-1.5917541335169134,-0.05571859815260416,-5.9079271421317685,1,1,0
batA125,20260710,7,66,12609,-3.389693570291794,1,approach,-0.9510810219633037,1.3663532193722123,1.2800752423428057,-95.89063098131018,-1.4677948343065168,-0.05995877195587063,-6.296969474622841,0,1,0
batA125,20260710,7,67,12651,-3.348701461170245,1,approach,-0.9495319666427096,1.3283173143748601,1.2710512897892228,-100.95274693278861,-2.2933562148189863,-0.10835841663609558,-11.343942841907676,0,1,0
batA125,20260710,7,68,12727,-3.2717500633533425,1,approach,-0.9525007432110901,1.237241232385254,1.2272633549638226,-96.50481750212475,-1.4338754644410332,-0.06779540349812208,-6.937877889749728,0,1,0
batA125,20260710,7,69,12791,-3.2087990470743506,1,approach,-0.9585583083190423,1.133946362181364,1.179147415124589,-94.33942442788411,-0.4779094764251212,-0.04852645514540033,-4.854178147922482,0,1,0
batA125,20260710,7,70,12832,-3.166825290290523,1,approach,-0.96258942679156,1.0587801891534059,1.15178467772846,-98.33615667919472,0.07106261661339745,-0.09022340659449302,-8.90777664017611,0,1,0
batA125,20260710,7,71,12895,-3.1038625676943195,1,approach,-0.971195588996976,0.925675352703704,1.0916414303565638,-96.75428428138866,0.2913162304842322,-0.07774613290094412,-7.449139476749792,0,1,0
batA125,20260710,7,72,12955,-3.0438849249747104,1,approach,-0.984009475254376,0.7758128117631329,1.0440378808229365,-96.43125697262516,1.1453045005903755,-0.07891778062692223,-7.3131457866129495,0,1,0
batA125,20260710,7,73,13001,-3.0028884787008363,1,approach,-0.9929059525787068,0.6548122638617028,1.0085235865378932,-97.21039363052972,1.7613591857062638,-0.09125757658937295,-8.232345160563568,0,1,0
batA125,20260710,7,74,13073,-2.9308380601592594,1,approach,-1.0032923194876564,0.4439559974254021,0.9479550031796828,-96.60838715178198,2.7130487930637397,-0.0911471478449386,-7.820257318947569,0,1,0
batA125,20260710,7,75,13137,-2.8667242513965854,1,approach,-1.0054434476989371,0.23938157270606794,0.904546089797806,-97.31587181530179,3.2906597587777253,-0.10552471646610107,-8.613169252708076,0,1,0
batA125,20260710,7,76,13178,-2.823622536674788,1,approach,-1.0070113694991139,0.10532036865345297,0.8851156895613479,-97.53035909807112,3.5875096443003915,-0.11269135314696699,-8.889629810032943,0,1,0
batA125,20260710,7,77,13246,-2.7554066756394398,2,inside_y,-1.0107208957773375,-0.13453042011612054,0.8414205277071601,-97.12154958387053,4.274298418674906,-0.11644807181362415,-8.613908397801197,0,0,0
batA125,20260710,7,78,13322,-2.678101806945918,2,inside_y,-1.0210867038987708,-0.41770139099362474,0.8100532651942995,-97.89002617880959,4.9121004267425725,-0.14128392639951592,-9.65590030444281,0,0,0
batA125,20260710,7,79,13371,-2.6288722781255203,2,inside_y,-1.0264192010243858,-0.6006226704977358,0.7932199401635887,-98.02012334517123,4.845060362353238,-0.1537884772911965,-9.955261732360754,0,0,0
batA125,20260710,7,80,13444,-2.5544458637706233,2,inside_y,-1.032564335263343,-0.8894444357992394,0.762049055391282,-67.1511105579666,5.4927553978174215,0.3438660281699245,20.667026343535724,0,0,0
batA125,20260710,7,81,13520,-2.476935011913212,2,inside_y,-1.0404134629776904,-1.2011101340891297,0.7477434315469779,-98.84124163693146,6.000603790316601,-0.21262159837614225,-11.33228153151444,0,0,0
batA125,20260710,7,82,13569,-2.4275803860353884,2,inside_y,-1.0443694619734978,-1.4004541321379476,0.7425322249998283,-59.96185501509478,6.300321095025518,0.5338670354146614,27.36741768987372,0,0,0
batA125,20260710,7,83,13656,-2.3378491175330214,2,inside_y,-1.0448983136720653,-1.769349590481819,0.7366457826445051,-56.12436762497351,13.863062675499595,0.6873790110491517,31.05741514857425,0,0,0
batA125,20260710,7,84,13729,-2.2631654659579103,3,past_y,-1.0294267110200095,-2.081343159978209,0.7493757211701034,-74.5347488638789,18.113220007004504,0.33768954473431545,12.991810582945334,0,0,1
batA125,20260710,7,85,13774,-2.218742553567454,3,past_y,-1.0123973734706981,-2.2689654696637476,0.7635196979228003,-51.97398574889771,7.16579189403043,0.9477761541090806,36.005524040977576,0,0,1
batA125,20260710,7,86,13861,-2.129812319315372,3,past_y,-0.9545724841726487,-2.638533157812509,0.7963283014116299,-47.85096657458311,7.198310037604217,1.209706662801122,41.51964383751033,0,0,1
batA125,20260710,7,87,13927,-2.0620581953244628,3,past_y,-0.8827245672658411,-2.9103345886511773,0.8326976901861549,-45.25008128823308,6.979929245741587,1.377298196883657,45.08643589953323,0,0,1
batA125,20260710,7,88,13975,-2.0155379986275714,3,past_y,-0.8194164464967842,-3.0981308877701004,0.861831913722159,-42.581723914461136,5.924320875723684,1.4754748966698499,47.82876562136693,0,0,1
batA125,20260710,7,89,14051,-1.9406658478275778,3,past_y,-0.6891107375321459,-3.388493641752766,0.9111299202580367,-39.1075713789707,5.885544082820986,1.5105731920491268,130.38325747136352,0,0,1
batA125,20260710,7,90,14110,-1.8799696608538565,3,past_y,-0.5520714822905662,-3.5825477853817724,0.965243960717948,-37.579849312018716,4.797389308450067,1.4257318946713498,131.9547595263872,0,0,1
batA125,20260710,7,91,14152,-1.8374878907244765,3,past_y,-0.4573628970764225,-3.7133569943727966,0.9927444306279865,27.239626528783635,12.255927300430132,1.7325380517208804,70.03674333672133,0,0,1
batA125,20260710,7,92,14220,-1.7677411001734544,3,past_y,-0.25763836640676785,-3.8839770055053666,1.0464559163791443,31.696405931052777,11.276084779566125,1.6089558289920163,71.8227195891304,0,0,1
batA125,20260710,7,93,14458,-1.5268955088239187,4,arm_purple,0.5394256020017799,-4.040051017557033,1.197492328601053,76.96441436060034,1.2155426900602857,0.856509430440119,55.027620660420254,0,0,0
batA125,20260710,7,94,14522,-1.4616106324939593,4,arm_purple,0.7421304048337964,-3.9836416629524516,1.2164638970907213,78.16742624823428,1.4599359079533922,0.7559865993494215,62.10442173190947,0,0,0
batA125,20260710,7,95,14555,-1.428529241344145,4,arm_purple,0.8323237686963487,-3.9330032042433025,1.2267162780360208,79.31484733561565,1.1224191114591175,0.692657021849967,65.14778614066056,0,0,0
batA125,20260710,7,96,14609,-1.3754460025614916,4,arm_purple,0.9763997958419693,-3.8337264580717423,1.2313158757301867,81.05409433189303,0.9342020633600068,0.5709091418468011,70.49614486848608,0,0,0
batA125,20260710,7,97,14660,-1.3224519284498393,4,arm_purple,1.0856606395569326,-3.7133301857699896,1.2424539436397717,81.69254799579541,1.5135701189174238,0.4485444532544078,76.53209830210501,0,0,0
batA125,20260710,7,98,14697,-1.285484749130358,4,arm_purple,1.1572320633741582,-3.6199647631219105,1.2420687595138307,82.86485606983287,1.3520282308993254,0.3522026347167263,80.12962599473657,0,0,0
batA125,20260710,7,99,14749,-1.2335481594098077,4,arm_purple,1.2520229423787133,-3.4802046535905546,1.2390818541503943,83.73735923129375,1.4569843729572218,0.21437877000320005,85.85166648337234,0,0,0
batA125,20260710,7,100,14782,-1.1996174654107876,4,arm_purple,1.2967358386247563,-3.3917435195292747,1.2404789521234783,84.04849399251985,0.8699773301061577,0.13548423765729573,89.31511856915499,0,0,0
batA125,20260710,7,101,14833,-1.1497880683266168,4,arm_purple,1.3503574040319823,-3.2336422269680534,1.2418317973459805,84.35858616735977,1.4934881643813323,0.007945739008037037,95.23745092125164,0,0,0
batA125,20260710,7,102,14865,-1.1169094524740502,4,arm_purple,1.3737757035617368,-3.13607461456322,1.2436318783853095,84.82122022744274,0.7712291037495834,-0.06319564448378624,-98.39013482324526,0,0,0
batA125,20260710,7,103,14913,-1.0701373900150262,4,arm_purple,1.392747616138914,-2.9805801417838493,1.2451101808405274,84.78756754194768,1.1802603110066199,-0.16471717120847368,-103.91410927587981,0,0,0
batA125,20260710,7,104,14944,-1.0382943159490396,4,arm_purple,1.3984182554617368,-2.883486048622676,1.2465034951311742,129.7720864966429,9.383358528061384,-0.20367504518023932,-62.194953604039824,0,0,0
batA125,20260710,7,105,14987,-0.9955146085651325,4,arm_purple,1.3906528180715223,-2.7668054969304245,1.2428449828210395,84.94621169322598,0.7486881741284862,-0.280617664392445,-110.88762590919168,0,0,0
batA125,20260710,7,106,15020,-0.9637061981095225,4,arm_purple,1.380767014737434,-2.6555700093333563,1.244282512085702,84.28738693043336,0.9254779706376611,-0.3271363758206056,-115.06691947968307,0,0,0
batA125,20260710,7,107,15063,-0.9220261287119393,4,arm_purple,1.3543854017425228,-2.4968172921401077,1.256260999294441,83.46088442220605,0.8915791492224318,-0.3786378125744912,-120.74419686237752,0,0,0
batA125,20260710,7,108,15094,-0.8902402341940405,4,arm_purple,1.3350537183591706,-2.3963789984403814,1.2534693987090817,83.15470779369299,1.1280183812957096,-0.4018945356184882,-123.94982494215037,0,0,0
batA125,20260710,7,109,15135,-0.849534912501926,4,arm_purple,1.295244212925144,-2.2671593965073806,1.2670852719659909,82.8453504905811,1.0005740496204403,-0.4250248935926981,-128.00957716767562,0,0,0
batA125,20260710,7,110,15165,-0.8197577987128851,4,arm_purple,1.2665341699195172,-2.169391234498546,1.2664466055806778,81.24673248786502,1.1606210088415296,-0.4251065786052418,-132.25133904244922,0,0,0
batA125,20260710,7,111,15190,-0.7949386711091382,4,arm_purple,1.2406769125170944,-2.091765947592661,1.2711241700617666,81.02486374070708,1.1662467901389368,-0.4276304467130382,-134.5243213774629,0,0,0
batA125,20260710,7,112,15224,-0.7601941470983727,4,arm_purple,1.201093080584931,-1.988515654883432,1.2851804617252167,84.21288176241323,1.0081863645960172,-0.4539256767599384,-134.0246264034285,0,0,0
batA125,20260710,7,113,15248,-0.736374441419151,4,arm_purple,1.174047172320345,-1.9121069516120077,1.2876661303322696,83.54033114001668,0.062242255475575665,-0.44721271801289264,-136.54681807262182,0,0,0
batA125,20260710,7,114,15283,-0.7016264907182856,4,arm_purple,1.1327840854463427,-1.8089836797748164,1.3010936385584047,79.50561942844479,-0.06854233803296171,-0.40503069908449174,-143.04181976664069,0,0,0
batA125,20260710,7,115,15308,-0.6768034586648997,4,arm_purple,1.1019732706669265,-1.737516500752919,1.3109718706673665,76.55331633387229,-0.16457070044258046,-0.3681042438867774,-147.65977679551463,0,0,0
batA125,20260710,7,116,15328,-0.6559534157191278,4,arm_purple,1.0776334250267567,-1.6789240128000895,1.3162627263044318,76.99387577117324,-0.18615277148728343,-0.36450956635202403,-148.51992496801887,0,0,0
batA125,20260710,7,117,15343,-0.6420491842559104,4,arm_purple,1.0598911554332648,-1.637464173235755,1.3221039575818958,76.41612832526285,-0.24005145695668068,-0.3521900160287733,-150.00289846380065,0,0,0
batA125,20260710,7,118,15370,-0.6152203772538495,4,arm_purple,1.0264359386935749,-1.5736319344774847,1.3383143889081106,75.65216342430045,-0.4526751561773948,-0.3332533834906023,-152.23606370572668,0,0,0
batA125,20260710,7,119,15389,-0.5963428607266421,4,arm_purple,1.003620425683014,-1.5244077909475753,1.3465113992780433,75.57682171495888,-0.5325654462195851,-0.323623851641214,-153.35684491388082,0,0,0
batA125,20260710,7,120,15403,-0.5814396380084216,4,arm_purple,0.9870330695270146,-1.4884440775410694,1.3507439065993738,75.06912482020638,-0.5578535336009868,-0.3111684186725421,-154.6100436514256,0,0,0
batA125,20260710,7,121,15415,-0.5675264815225143,4,arm_purple,0.9729875870916885,-1.4592289196125539,1.3557098079976302,74.32790741081394,-0.6049315158169525,-0.2969581574918595,-155.95724105849695,0,0,0
batA125,20260710,7,122,15439,-0.5456545190714969,4,arm_purple,0.9471618307566099,-1.4014307262889871,1.3711757286510733,83.00123945388822,1.2066642551329243,-0.38420626661216895,-148.42064425913077,0,0,0
batA125,20260710,7,123,15454,-0.5307412071719091,4,arm_purple,0.9299583939880611,-1.3675821107028416,1.3797046599694647,75.6386185865772,-0.8913715755834405,-0.2941006885042453,-156.47135842027478,0,0,0
batA125,20260710,7,124,15466,-0.5188103091060703,4,arm_purple,0.9161290988276883,-1.3407835812422457,1.3844509518698618,171.98948218198007,12.066743651465094,-0.6441625378236067,-60.66095182751775,0,0,0
batA125,20260710,7,125,15477,-0.5088679975552862,4,arm_purple,0.9044991192024556,-1.3143917237543221,1.3888945248345401,86.39059392339156,2.0301272157623593,-0.4059051489107741,-146.74925481387243,0,0,0
batA125,20260710,7,126,15487,-0.4989233633354899,4,arm_purple,0.893603002670547,-1.2932157649436813,1.3938733484025811,173.53471519113066,11.977461053305255,-0.6425047346663237,-60.02134549168369,0,0,0
batA125,20260710,7,127,15496,-0.4989233633354899,4,arm_purple,0.8841363556830093,-1.2744611900221112,1.399611567464499,,,,,0,0,0
batA125,20260710,7,128,15509,-0.4889760232497438,4,arm_purple,0.8712170432464751,-1.2463641534617396,1.4090414519667835,,,,,0,0,0
batA125,20260710,8,0,11854,-4.136023322342835,1,approach,-1.0802828717267658,1.4785192661525186,1.209951222787383,,,,,1,1,0
batA125,20260710,8,1,11896,-4.1030644477472995,1,approach,-1.097002048040785,1.4528666085540745,1.247302233169104,-126.57730934356098,-1.994742995593419,-0.33504381690816065,-38.63559997049876,1,1,0
batA125,20260710,8,2,11924,-4.07610602616829,1,approach,-1.1096798938712564,1.4345208652377608,1.2567633652051728,-126.26547362812506,-2.2169027991998105,-0.33502237505151344,-38.47516193052115,1,1,0
batA125,20260710,8,3,11987,-4.0131922621548,1,approach,-1.1364769197903575,1.3932343983000064,1.2717484087485336,-125.81672855404209,-2.5882478384038365,-0.33671725932559327,-38.350879106659534,1,1,0
batA125,20260710,8,4,12016,-3.984259275296526,1,approach,-1.1557139022037843,1.3750196210826022,1.2652838151767718,-126.58657744418713,-2.4873379952759502,-0.3452260239723941,-39.3507765488186,0,1,0
batA125,20260710,8,5,12078,-3.922381590346243,1,approach,-1.1909613459081272,1.3264945662939032,1.250705950655842,-126.5025064510436,-2.241627612807139,-0.350945498677517,-39.70107419825436,0,1,0
batA125,20260710,8,6,12150,-3.8495393031573926,1,approach,-1.230492683066468,1.248896277446964,1.2066371665384217,-106.41306513445181,3.657812334521662,-0.1918393928829577,-20.123978891769326,0,1,0
batA125,20260710,8,7,12217,-3.7826674097065256,1,approach,-1.2612813153551288,1.1523057651783375,1.1555467257372762,-86.78069754695458,-0.2378743767729478,-0.009216266396633643,-0.9292116429447788,0,1,0
batA125,20260710,8,8,12287,-3.711762543402443,1,approach,-1.2835038800872391,1.0243621168974602,1.0957401611708075,-83.82981073816237,0.10871538065711202,0.016750099694626597,1.6452875483652747,0,1,0
